#Distpc,HIP#,HD#,Vmag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,SpT,Ref_SpT,BCv,Mbol,logL,target lists,Habex#,HIP#,L-A,L-B,Hab,SR1,SR3,#lists,logR'HK,RefR'HK,vsini,RefVsini,Msun,SpT,HIP#,Teff,HD#,notes,Teff,eTeff,ref_Teff,BCv,log(g),elog(g),ref_logg,[Fe/H],e[Fe/H],ref_FeH,Rsun,Solar Twin?,"sigRV(AF,vsini)",N(<6500K),N(vsini),N(F7-K9),"N(Teff,vsini)",#lists,Sample,HIP#,HD#,NEID,HIP,solRad,_RAJ2000,_DEJ2000
11.186,HIP 42808,HD_74576,6.58,0.917,0.022,89.3972,0.0254,GaiaDR2,6.34,Sun-like,K2.5V(k),2006AJ....132..161G,-0.315,6.02,-0.513,"L-A,L-B,Hab",58,HIP 42808,1,1,1,0,0,3,-4.351,BoroSaikia18,2.7,Glebocki05,0.76,K2.5V(k),HIP 42808,1,HD_74576,active,5005,29,2013ApJ...764...78R,,4.61,0.02,2013ApJ...764...78R,-0.01,0.07,2013ApJ...764...78R,0.737,0,0.00,1,2,1,4,3,MUST,HIP 42808,HD_74576,0,HIP 42808,0.71522147,130.82512,-38.882378
11.841,HIP 69972,HD_125072,6.66,1.017,0.032,84.4535,0.0349,GaiaDR2,6.29,Sun-like,K3IV,2006AJ....132..161G,-0.37,5.92,-0.473,"L-A,L-B",,HIP 69972,1,1,0,0,0,2,-5.114,BoroSaikia18,0.9,Glebocki05,0.83,K3IV,HIP 69972,1,HD_125072,quiet,4903,44,2005ApJS..159..141V,,4.69,0.06,2005ApJS..159..141V,0.32,0.03,2005ApJS..159..141V,0.804,0,0.00,1,2,1,4,2,MUST,HIP 69972,HD_125072,0,HIP 69972,0.74822771,214.77014,-59.379036
23.549,HIP 19233,HD_26491,6.37,0.636,0.003,42.4641,0.026,GaiaDR2,4.51,Sun-like,G1V,2006AJ....132..161G,-0.075,4.44,0.122,L-A,,HIP 19233,1,0,0,0,0,1,-4.950,Henry96,2.7,Glebocki05,1.07,G1V,HIP 19233,1,HD_26491,quiet,5803,45,2014A&A...562A..71B,,4.29,0.07,2014A&A...562A..71B,-0.07,0.05,2014A&A...562A..71B,1.138,0,0.00,1,2,1,4,1,WANT,HIP 19233,HD_26491,0,HIP 19233,1.22666432,61.839756,-64.22229
22.442,HIP 50075,HD_88742,6.38,0.592,0.001,44.5586,0.0308,GaiaDR2,4.62,Sun-like,G0V,2006AJ....132..161G,-0.065,4.56,0.072,L-A,,HIP 50075,1,0,0,0,0,1,-4.738,BoroSaikia18,2.7,Glebocki05,1.08,G0V,HIP 50075,1,HD_88742,active,5981,13,2008A&A...487..373S,,4.52,0.02,2008A&A...487..373S,-0.02,0.01,2008A&A...487..373S,1.012,0,0.00,1,2,1,4,1,WANT,HIP 50075,HD_88742,0,HIP 50075,0.94568328,153.35304,-33.031723
25.928,HIP 8514,HD_11262,6.37,0.523,0.005,38.5678,0.2745,GaiaDR2,4.30,Sun-like,F9V_Fe-0.5,2006AJ....132..161G,-0.05,4.25,0.196,L-A,,HIP 8514,1,0,0,0,0,1,-4.571,Gray06,4.5,Glebocki05,1.14,F9V_Fe-0.5,HIP 8514,1,HD_11262,active,6198,80,2011A&A...530A.138C,,4.36,NA,2017MNRAS.469.3042N,-0.28,0.05,2016ApJ...826..171G,1.086,0,0.00,1,2,1,4,1,WANT,HIP 8514,HD_11262,0,HIP 8514,1.16811653,27.4536,-38.402798
18.645,HIP 29525,HD_42807,6.43,0.663,0.005,53.6335,0.0716,GaiaDR2,5.08,Sun-like,G5V,2003AJ....126.2048G,-0.105,4.97,-0.093,L-A,,HIP 29525,1,0,0,0,0,1,-4.470,Radick18,3.6,Glebocki05,0.98,G5V,HIP 29525,1,HD_42807,active,5737,7,2014A&A...572A..48R,,4.49,0.02,2014A&A...572A..48R,-0.02,0.01,2014A&A...572A..48R,0.910,1,0.00,1,2,1,4,1,WANT,HIP 29525,HD_42807,0,HIP 29525,0.93249598,93.30209,10.627144
18.209,HIP 55846,HD_99491,6.49,0.778,0.015,54.9177,0.0463,GaiaDR2,5.19,Sun-like,G9IV-V,1986ApJ...304..688A,-0.16,5.03,-0.115,L-A,,HIP 55846,1,0,0,0,0,1,-4.878,Isaacson10,2.3,Glebocki05,0.90,G9IV-V,HIP 55846,1,HD_99491,slightly active,5415,39,2010MNRAS.403.1368G,,4.37,0.05,2010MNRAS.403.1368G,0.30,0.03,2010MNRAS.403.1368G,0.995,0,0.00,1,2,1,4,1,WANT,HIP 55846,HD_99491,GTO,HIP 55846,1.02601833,171.68884,3.013102
22.654,HIP 54745,HD_97334,6.41,0.600,0.000,44.1428,0.0383,GaiaDR2,4.63,Sun-like,G1V,2003AJ....126.2048G,-0.075,4.56,0.072,L-A,,HIP 54745,1,0,0,0,0,1,-4.422,Baliunas96,5.4,Glebocki05,1.07,G1V,HIP 54745,1,HD_97334,active,5898,44,2005ApJS..159..141V,,4.42,0.06,2005ApJS..159..141V,0.09,0.03,2005ApJS..159..141V,1.041,0,0.00,1,1,1,3,1,WANT,HIP 54745,HD_97334,0,HIP 54745,1.05615017,168.1348,35.81408
26.200,HIP 74500,HD_134987,6.47,0.691,0.020,38.1678,0.0747,GaiaDR2,4.38,Sun-like,G6IV-V,2006AJ....132..161G,-0.115,4.26,0.191,SR3,,HIP 74500,0,0,0,0,1,1,-5.081,Isaacson10,1.8,Glebocki05,0.97,G6IV-V,HIP 74500,1,HD_134987,quiet,5750,0,2014A&A...561A...7R,,4.30,0.00,2014A&A...561A...7R,0.25,0.00,2014A&A...561A...7R,1.255,0,0.00,1,2,1,4,1,WANT,HIP 74500,HD_134987,0,HIP 74500,1.1545682,228.36945,-25.309347
20.899,HIP 102040,HD_197076,6.43,0.611,0.009,47.85,0.0361,GaiaDR2,4.83,Sun-like,G1V,2003AJ....126.2048G,-0.075,4.75,-0.006,L-A,,HIP 102040,1,0,0,0,0,1,-4.890,Radick18,2.9,Glebocki05,1.07,G1V,HIP 102040,1,HD_197076,slightly active,5838,6,2014A&A...572A..48R,,4.48,0.02,2014A&A...572A..48R,-0.09,0.01,2014A&A...572A..48R,0.971,2,0.00,1,2,1,4,1,WANT,HIP 102040,HD_197076,GTO,HIP 102040,0.98565676,310.18808,19.935535
22.924,HIP 51248,HD_90508,6.42,0.610,0.006,43.6231,0.1254,GaiaDR2,4.62,Sun-like,G0V,2003AJ....126.2048G,-0.065,4.55,0.075,L-A,,HIP 51248,1,0,0,0,0,1,-5.060,Radick18,1.6,Glebocki05,1.08,G0V,HIP 51248,0,HD_90508,quiet,5734,68,2013ApJ...764...78R,,4.30,0.03,2013ApJ...764...78R,-0.37,0.07,2013ApJ...764...78R,1.104,0,0.00,1,2,1,4,1,WANT,HIP 51248,HD_90508,0,HIP 51248,1.21827576,157.01617,48.7849
17.741,HIP 57507,HD_102438,6.48,0.681,0.001,56.3677,0.0342,GaiaDR2,5.24,Sun-like,G6V,2006AJ....132..161G,-0.115,5.12,-0.152,L-A,,HIP 57507,1,0,0,0,0,1,-4.880,BoroSaikia18,2.7,Glebocki05,0.97,G6V,HIP 57507,1,HD_102438,slightly active,5560,13,2008A&A...487..373S,,4.41,0.03,2008A&A...487..373S,-0.29,0.01,2008A&A...487..373S,0.905,0,0.00,1,2,1,4,1,WANT,HIP 57507,HD_102438,0,HIP 57507,1.01723141,176.81587,-30.28651
5.700,HIP 25878,HD_36395,7.97,1.474,0.009,175.4287,0.0672,GaiaDR2,9.19,M dwarf,M1.5Ve,1989ApJS...71..245K,-1.58,7.61,-1.148,"L-A,L-B,Hab",14,HIP 25878,1,1,2,0,0,4,-4.559,Gray06,0.9,Glebocki05,0.47,M1.5Ve,HIP 25878,1,HD_36395,Mdwarf,3891,51,2019A&A...625A..68S,,4.64,0.07,2019A&A...625A..68S,0.23,0.16,2019A&A...625A..68S,0.587,0,0.00,1,2,0,3,4,WANT(M),HIP 25878,HD_36395,0,HIP 25878,0.54335393,82.86415,-3.677229
20.908,HIP 65530,HD_117043,6.50,0.739,0.001,47.8275,0.0248,GaiaDR2,4.90,Sun-like,G5V,1962ApJ...136..315B,-0.105,4.79,-0.021,L-A,,HIP 65530,1,0,0,0,0,1,-5.016,Isaacson10,0.0,Glebocki05,0.98,G5V,HIP 65530,1,HD_117043,quiet,5610,20,2004A&A...418..551M,,4.50,0.20,2004A&A...418..551M,0.21,0.10,2004A&A...418..551M,1.033,0,0.00,1,2,1,4,1,WANT,HIP 65530,HD_117043,0,HIP 65530,0.92182155,201.4994,63.261276
21.056,HIP 7339,HD_9407,6.52,0.686,0.003,47.4926,0.0265,GaiaDR2,4.90,Sun-like,G6.5V,2003AJ....126.2048G,-0.12,4.78,-0.017,L-A,,HIP 7339,1,0,0,0,0,1,-4.953,BoroSaikia18,0.0,Glebocki05,0.97,G6.5V,HIP 7339,1,HD_9407,quiet,5657,44,2005ApJS..159..141V,,4.48,0.06,2005ApJS..159..141V,0.02,0.03,2005ApJS..159..141V,1.021,0,0.00,1,2,1,4,1,WANT,HIP 7339,HD_9407,stan/GTO,HIP 7339,0.93846845,23.638597,68.948135
19.886,HIP 95149,HD_181321,6.48,0.628,0.002,50.2864,0.3959,GaiaDR2,4.99,Sun-like,G1V,2006AJ....132..161G,-0.075,4.91,-0.069,L-A,,HIP 95149,1,0,0,0,0,1,-4.310,Henry96,11.8,Glebocki05,1.07,G1V,HIP 95149,1,HD_181321,high vsini,5810,30,2012A&A...542A..84D,,4.34,0.13,2012A&A...542A..84D,-0.06,0.05,2012A&A...542A..84D,0.912,1,0.00,1,0,1,2,1,WANT,HIP 95149,HD_181321,0,HIP 95149,1.15804554,290.374,-34.983486
17.150,HIP 38784,HD_62613,6.55,0.719,0.007,58.3088,0.0244,GaiaDR2,5.38,Sun-like,G8V,1979PASP...91...83C,-0.14,5.24,-0.199,L-A,,HIP 38784,1,0,0,0,0,1,-4.840,Wright04,1.8,Glebocki05,0.94,G8V,HIP 38784,1,HD_62613,slightly active,5502,70,2008MNRAS.384..173F,,4.52,0.10,2008MNRAS.384..173F,-0.08,0.07,2008MNRAS.384..173F,0.875,0,0.00,1,2,1,4,1,WANT,HIP 38784,HD_62613,GTO,HIP 38784,0.88226236,119.07179,80.26554
17.942,HIP 79248,HD_145675,6.61,0.877,0.006,55.7363,0.0226,GaiaDR2,5.34,Sun-like,K0V,1989ApJS...71..245K,-0.19,5.15,-0.164,"L-A,SR3",,HIP 79248,1,0,0,0,1,2,-5.146,BoroSaikia18,2.6,Glebocki05,0.87,K0V,HIP 79248,1,HD_145675,quiet,5388,44,2005ApJS..159..141V,,4.52,0.06,2005ApJS..159..141V,0.46,0.03,2005ApJS..159..141V,0.950,0,0.00,1,2,1,4,2,MUST,HIP 79248,HD_145675,0,HIP 79248,0.8487767,242.6013,43.817646
22.030,HIP 3497,HD_4308,6.55,0.655,0.006,45.393,0.022,GaiaDR2,4.83,Sun-like,G6V_Fe-0.9,2006AJ....132..161G,-0.115,4.72,0.008,L-A,,HIP 3497,1,0,0,0,0,1,-5.050,Henry96,2.7,Glebocki05,0.97,G6V_Fe-0.9,HIP 3497,1,HD_4308,quiet,5685,13,2006A&A...458..873S,,4.49,0.01,2006A&A...458..873S,-0.31,0.01,2006A&A...458..873S,1.040,0,0.00,1,2,1,4,1,WANT,HIP 3497,HD_4308,0,HIP 3497,0.92772616,11.163615,-65.64952
17.565,HIP 1292,HD_1237,6.59,0.749,0.004,56.9319,0.0235,GaiaDR2,5.37,Sun-like,G8.5V(k),2006AJ....132..161G,-0.15,5.22,-0.191,L-A,,HIP 1292,1,0,0,0,0,1,-4.435,BoroSaikia18,3.6,Glebocki05,0.92,G8.5V(k),HIP 1292,1,HD_1237,active,5514,36,2008A&A...487..373S,,4.50,0.07,2008A&A...487..373S,0.07,0.03,2008A&A...487..373S,0.880,0,0.00,1,2,1,4,1,WANT,HIP 1292,HD_1237,0,HIP 1292,0.89315685,4.052823,-79.85118
6.334,HIP 45343,HD_79210,7.64,1.410,0.010,157.8796,0.0366,GaiaDR2,8.63,M dwarf,M0V,1991ApJS...77..417K,-1.18,7.45,-1.085,L-A,,HIP 45343,1,0,0,0,0,1,-4.494,BoroSaikia18,1.8,Glebocki05,0.55,M0V,HIP 45343,1,HD_79210,Mdwarf,4024,51,2019A&A...625A..68S,,4.68,0.07,2019A&A...625A..68S,-0.05,0.16,2019A&A...625A..68S,0.590,0,0.00,1,2,0,3,1,WANT(M),HIP 45343,HD_79210,0,HIP 45343,0.56132612,138.59497,52.686626
23.890,HIP 30314,HD_45270,6.53,0.614,0.001,41.8592,0.0252,GaiaDR2,4.64,Sun-like,G0Vp_CH-0.3,2006AJ....132..161G,-0.065,4.57,0.066,L-A,,HIP 30314,1,0,0,0,0,1,-4.320,Henry96,15.3,Glebocki05,1.08,G0Vp_CH-0.3,HIP 30314,1,HD_45270,high vsini,5913,80,2011A&A...530A.138C,,4.43,NA,2017MNRAS.469.3042N,-0.05,0.04,2017MNRAS.469.3042N,1.029,0,0.00,1,0,1,2,1,NO,HIP 30314,HD_45270,0,HIP 30314,1.04892826,95.62892,-60.21865
14.371,HIP 78775,HD_144579,6.66,0.734,0.001,69.587,0.0258,GaiaDR2,5.87,Sun-like,K0V_Fe-1.2,2003AJ....126.2048G,-0.19,5.68,-0.377,L-A,,HIP 78775,1,0,0,0,0,1,-4.985,Isaacson10,1.8,Glebocki05,0.87,K0V_Fe-1.2,HIP 78775,1,HD_144579,quiet,5321,44,2013ApJ...764...78R,,4.55,0.01,2013ApJ...764...78R,-0.64,0.06,2013ApJ...764...78R,0.762,0,0.00,1,2,1,4,1,WANT,HIP 78775,HD_144579,GTO,HIP 78775,0.81996128,241.23663,39.15651
19.309,HIP 100925,HD_194640,6.61,0.724,0.014,51.7896,0.0486,GaiaDR2,5.18,Sun-like,G8V,2006AJ....132..161G,-0.14,5.04,-0.120,L-A,,HIP 100925,1,0,0,0,0,1,-4.900,Henry96,1.8,Glebocki05,0.94,G8V,HIP 100925,1,HD_194640,quiet,5530,44,2005ApJS..159..141V,,4.49,0.06,2005ApJS..159..141V,-0.03,0.03,2005ApJS..159..141V,0.948,0,0.00,1,2,1,4,1,WANT,HIP 100925,HD_194640,0,HIP 100925,0.91326719,306.93436,-30.867846
14.673,HIP 33817,HD_52698,6.71,0.882,0.022,68.1526,0.0746,GaiaDR2,5.88,Sun-like,K1V(k),2006AJ....132..161G,-0.23,5.65,-0.363,L-A,,HIP 33817,1,0,0,0,0,1,-4.590,Wright04,2.9,Glebocki05,0.85,K1V(k),HIP 33817,1,HD_52698,active,5177,51,2005A&A...437.1127S,,4.44,0.09,2005A&A...437.1127S,0.16,0.06,2005A&A...437.1127S,0.818,0,0.00,1,2,1,4,1,WANT,HIP 33817,HD_52698,0,HIP 33817,0.91990558,105.30725,-25.948717
22.841,HIP 116613,HD_222143,6.58,0.665,0.005,43.7807,0.0355,GaiaDR2,4.79,Sun-like,G3V(k),2003AJ....126.2048G,-0.095,4.69,0.019,L-A,,HIP 116613,1,0,0,0,0,1,-4.521,Isaacson10,2.1,Glebocki05,1.00,G3V(k),HIP 116613,1,HD_222143,active,5900,20,2012A&A...547A..13T,,4.57,0.06,2012A&A...547A..13T,0.15,0.00,2012A&A...547A..13T,0.979,0,0.00,1,2,1,4,1,WANT,HIP 116613,HD_222143,0,HIP 116613,0.85908024,354.4937,46.199436
21.807,HIP 75809,HD_139777,6.57,0.665,0.005,45.8577,0.0328,GaiaDR2,4.88,Sun-like,G1.5V(n),2003AJ....126.2048G,-0.08,4.80,-0.023,L-A,,HIP 75809,1,0,0,0,0,1,-4.270,White07,4.8,Glebocki05,1.04,G1.5V(n),HIP 75809,1,HD_139777,active,5771,5,2012A&A...547A.106M,,4.40,0.20,2012A&A...547A.106M,0.01,0.05,2012A&A...547A.106M,0.974,1,0.00,1,2,1,4,1,WANT,HIP 75809,HD_139777,0,HIP 75809,1.06549258,232.2966,80.4486
16.796,HIP 82588,HD_152391,6.65,0.749,0.011,59.5382,0.0328,GaiaDR2,5.52,Sun-like,G8.5V(k),2006AJ....132..161G,-0.15,5.37,-0.254,L-A,,HIP 82588,1,0,0,0,0,1,-4.448,Baliunas96,3.1,Glebocki05,0.92,G8.5V(k),HIP 82588,1,HD_152391,active,5450,31,2010MNRAS.403.1368G,,4.51,0.07,2010MNRAS.403.1368G,0.00,0.02,2010MNRAS.403.1368G,0.838,0,0.00,1,2,1,4,1,WANT,HIP 82588,HD_152391,GTO,HIP 82588,0.88293273,253.24501,-0.0264211
21.207,HIP 14150,HD_18803,6.62,0.696,0.009,47.1551,0.0603,GaiaDR2,4.99,Sun-like,G6V,2003AJ....126.2048G,-0.115,4.87,-0.053,L-A,,HIP 14150,1,0,0,0,0,1,-4.905,Isaacson10,0.9,Glebocki05,0.97,G6V,HIP 14150,1,HD_18803,quiet,5666,15,2005PASJ...57...27T,,4.46,0.04,2005PASJ...57...27T,0.15,0.03,2005PASJ...57...27T,0.976,0,0.00,1,2,1,4,1,WANT,HIP 14150,HD_18803,GTO,HIP 14150,0.96032817,45.608444,26.60924
3.563,HIP 1475,HD_1326,8.09,1.560,0.040,280.6902,0.0429,GaiaDR2,10.33,M dwarf,M1.5V,2002AJ....123.2002H,-1.58,8.75,-1.604,"L-A,Hab",7,HIP 1475,1,0,2,0,0,3,-5.205,BoroSaikia18,0.9,Glebocki05,0.47,M1.5V,HIP 1475,1,HD_1326,Mdwarf,3615,51,2019A&A...625A..68S,,4.91,0.07,2019A&A...625A..68S,-0.26,0.16,2019A&A...625A..68S,0.402,0,0.00,1,2,0,3,3,WANT(M),HIP 1475,HD_1326,GTO,HIP 1475,0.3981831,4.5953555,44.022953
24.301,HIP 79492,HD_145958,6.68,0.764,0.001,41.151,0.0413,GaiaDR2,4.75,Sun-like,G9V,2003AJ....126.2048G,-0.16,4.59,0.059,L-A,,HIP 79492,1,0,0,0,0,1,-4.955,Isaacson10,1.5,Glebocki05,0.90,G9V,HIP 79492,1,HD_145958,quiet,5436,44,2005ApJS..159..141V,,4.55,0.06,2005ApJS..159..141V,-0.03,0.03,2005ApJS..159..141V,1.207,0,0.00,1,2,1,4,1,WANT,HIP 79492,HD_145958,GTO(A+B),HIP 79492,0.83397872,243.32689,13.526911
20.250,HIP 50505,HD_89269,6.66,0.653,0.004,49.3821,0.0448,GaiaDR2,5.13,Sun-like,G4V,2003AJ....126.2048G,-0.1,5.03,-0.115,L-A,,HIP 50505,1,0,0,0,0,1,-5.030,Radick18,0.0,Glebocki05,0.99,G4V,HIP 50505,1,HD_89269,quiet,5586,44,2005ApJS..159..141V,,4.44,0.06,2005ApJS..159..141V,-0.20,0.03,2005ApJS..159..141V,0.935,0,0.00,1,2,1,4,1,WANT,HIP 50505,HD_89269,stan/GTO,HIP 50505,0.99277626,154.71645,44.048325
16.877,HIP 116085,HD_221354,6.76,0.839,0.003,59.2528,0.031,GaiaDR2,5.62,Sun-like,K0V,2003AJ....126.2048G,-0.19,5.43,-0.277,L-A,,HIP 116085,1,0,0,0,0,1,-5.066,Isaacson10,0.6,Glebocki05,0.87,K0V,HIP 116085,1,HD_221354,quiet,5175,43,2015A&A...580A..24D,,4.28,0.16,2015A&A...580A..24D,0.02,0.06,2015A&A...580A..24D,0.904,0,0.00,1,2,1,4,1,WANT,HIP 116085,HD_221354,stan/GTO,HIP 116085,1.11890531,352.84253,59.165516
21.770,HIP 36515,HD_59967,6.66,0.641,0.006,45.9339,0.0272,GaiaDR2,4.97,Sun-like,G2V,2006AJ....132..161G,-0.085,4.89,-0.058,L-A,,HIP 36515,1,0,0,0,0,1,-4.360,Henry96,3.5,Glebocki05,1.02,G2V,HIP 36515,1,HD_59967,active,5847,12,2014A&A...572A..48R,,4.54,0.02,2014A&A...572A..48R,-0.02,0.01,2014A&A...572A..48R,0.911,1,0.00,1,2,1,4,1,WANT,HIP 36515,HD_59967,0,HIP 36515,0.89811906,112.67713,-37.33936
12.117,HIP 55691,HD_99279,7.22,1.271,0.030,82.5253,1.512,GaiaDR2,6.80,Sun-like,K5-V,2006AJ....132..161G,-0.63,6.17,-0.573,L-A,,HIP 55691,1,0,0,0,0,1,-4.921,Gray06,,,0.69,K5-V,HIP 55691,0,HD_99279,quiet,4375,NA,1997A&A...323..809F,,4.60,NA,NA,0.13,0.08,1997A&A...323..809F,0.900,0,0.00,2,1,1,4,1,WANT,HIP 55691,HD_99279,0,HIP 55691,0.68937957,171.16798,-61.647568
7.715,HIP 85295,HD_157881,7.54,1.359,0.011,129.6231,0.0286,GaiaDR2,8.10,Sun-like,K7V,2002AJ....123.2002H,-0.95,7.15,-0.965,"L-A,L-B",,HIP 85295,1,1,0,0,0,2,-4.451,BoroSaikia18,3.5,Glebocki05,0.63,K7V,HIP 85295,1,HD_157881,active,3941,101,2005ApJ...626..446R,,4.68,0.03,2007ApJS..168..297T,0.19,0.08,2015ApJ...804...64M,0.706,0,0.00,1,2,1,4,2,MUST,HIP 85295,HD_157881,0,HIP 85295,0.60076438,261.43848,2.1114223
18.294,HIP 83389,HD_154345,6.76,0.728,0.005,54.6636,0.0212,GaiaDR2,5.45,Sun-like,G8V,1967AJ.....72.1334C,-0.14,5.31,-0.227,"L-A,SR3",,HIP 83389,1,0,0,0,1,2,-4.836,Isaacson10,1.8,Glebocki05,0.94,G8V,HIP 83389,1,HD_154345,slightly active,5442,30,2015A&A...576A..94S,,4.39,0.04,2015A&A...576A..94S,-0.13,0.02,2015A&A...576A..94S,0.866,0,0.00,1,2,1,4,2,MUST,HIP 83389,HD_154345,GTO,HIP 83389,1.02470253,255.65169,47.081882
18.360,HIP 33690,HD_53143,6.81,0.786,0.024,54.4655,0.0233,GaiaDR2,5.49,Sun-like,K0IV-V(k),2006AJ....132..161G,-0.19,5.30,-0.224,L-A,,HIP 33690,1,0,0,0,0,1,-4.507,Schroder09,3.8,Glebocki05,0.97,K0IV-V(k),HIP 33690,1,HD_53143,active,5462,54,2005A&A...437.1127S,,4.47,0.16,2005A&A...437.1127S,0.22,0.06,2005A&A...437.1127S,0.863,0,0.00,1,2,1,4,1,WANT,HIP 33690,HD_53143,0,HIP 33690,0.9639043,104.998566,-61.33618
15.693,HIP 66765,HD_118972,6.92,0.855,0.007,63.7208,0.0573,GaiaDR2,5.94,Sun-like,K0V(k),2006AJ....132..161G,-0.19,5.75,-0.405,L-A,,HIP 66765,1,0,0,0,0,1,-4.424,BoroSaikia18,4.4,Glebocki05,0.87,K0V(k),HIP 66765,1,HD_118972,active,5191,44,2005ApJS..159..141V,,4.54,0.06,2005ApJS..159..141V,0.00,0.03,2005ApJS..159..141V,0.776,0,0.00,1,2,1,4,1,WANT,HIP 66765,HD_118972,0,HIP 66765,0.8294562,205.26738,-34.464157
17.053,HIP 34069,HD_53706,6.83,0.779,0.020,58.6396,0.0242,GaiaDR2,5.67,Sun-like,G1.5V,1989ApJS...71..245K,-0.08,5.59,-0.340,L-A,,HIP 34069,1,0,0,0,0,1,-5.010,Henry96,1.8,Glebocki05,1.04,G1.5V,HIP 34069,1,HD_53706,quiet,5245,44,2005ApJS..159..141V,,4.57,0.06,2005ApJS..159..141V,-0.28,0.03,2005ApJS..159..141V,0.818,0,0.00,1,2,1,4,1,WANT,HIP 34069,HD_53706,0,HIP 34069,0.87609336,105.99551,-43.61132
13.955,HIP 17420,HD_23356,7.10,0.927,0.002,71.6588,0.0364,GaiaDR2,6.38,Sun-like,K2.5V,2006AJ....132..161G,-0.315,6.06,-0.529,"L-A,L-B",,HIP 17420,1,1,0,0,0,2,-4.807,Gray06,3.0,Glebocki05,0.76,K2.5V,HIP 17420,1,HD_23356,slightly active,4930,36,2012A&A...547A..13T,,4.41,0.09,2012A&A...547A..13T,-0.17,0.01,2012A&A...547A..13T,0.746,0,0.00,1,2,1,4,2,MUST,HIP 17420,HD_23356,GTO,HIP 17420,0.90041077,55.980595,-19.110899
6.161,HIP 99701,HD_191849,7.97,1.431,0.006,162.3212,0.0495,GaiaDR2,9.02,M dwarf,M0V,2014MNRAS.443.2561G,-1.18,7.84,-1.241,"L-A,L-B",,HIP 99701,1,1,0,0,0,2,-4.760,Jenkins06,0.9,Glebocki05,0.55,M0V,HIP 99701,1,HD_191849,Mdwarf,3535,80,2005ApJ...626..446R,,4.81,0.01,2007ApJS..168..297T,0.00,0.10,2016ApJ...826..171G,0.639,0,0.00,1,2,0,3,2,WANT(M),HIP 99701,HD_191849,0,HIP 99701,0.48329822,303.47247,-45.16402
14.100,HIP 37349,HD_61606,7.18,0.891,0.015,70.9216,0.0508,GaiaDR2,6.43,Sun-like,K3-V,2003AJ....126.2048G,-0.37,6.06,-0.530,L-A,,HIP 37349,1,0,0,0,0,1,-4.403,BoroSaikia18,3.8,Glebocki05,0.75,K3-V,HIP 37349,1,HD_61606,active,4937,37,2013ApJ...764...78R,,4.60,0.02,2013ApJ...764...78R,0.00,0.05,2013ApJ...764...78R,0.743,0,0.00,1,2,1,4,1,WANT,HIP 37349,HD_61606,GTO,HIP 37349,0.71872788,114.9972,-3.597507
12.783,HIP 46580,HD_82106,7.20,1.002,0.014,78.229,0.0473,GaiaDR2,6.67,Sun-like,K3V,2003AJ....126.2048G,-0.37,6.30,-0.623,L-A,,HIP 46580,1,0,0,0,0,1,-4.495,BoroSaikia18,1.8,Glebocki05,0.75,K3V,HIP 46580,1,HD_82106,active,4868,44,2005ApJS..159..141V,,4.80,0.06,2005ApJS..159..141V,0.11,0.03,2005ApJS..159..141V,0.686,0,0.00,1,2,1,4,1,WANT,HIP 46580,HD_82106,0,HIP 46580,0.57090566,142.47844,5.655134
13.243,HIP 71181,HD_128165,7.24,0.997,0.018,75.5094,0.0242,GaiaDR2,6.63,Sun-like,K3V,1953ApJ...117..313J,-0.37,6.26,-0.608,L-A,,HIP 71181,1,0,0,0,0,1,-4.858,BoroSaikia18,3.6,Glebocki05,0.75,K3V,HIP 71181,1,HD_128165,slightly active,4809,44,2005ApJS..159..141V,,4.67,0.06,2005ApJS..159..141V,0.00,0.03,2005ApJS..159..141V,0.715,0,0.00,1,2,1,4,1,WANT,HIP 71181,HD_128165,0,HIP 71181,0.66307768,218.37029,52.90879
5.435,HIP 67155,HD_119850,8.46,1.435,0.028,183.9836,0.0509,GaiaDR2,9.78,M dwarf,M1.5V,2002AJ....123.2002H,-1.58,8.20,-1.386,"L-A,L-B",,HIP 67155,1,1,0,0,0,2,-4.884,BoroSaikia18,1.8,Glebocki05,0.47,M1.5V,HIP 67155,1,HD_119850,Mdwarf,3678,51,2019A&A...625A..68S,,4.79,0.07,2019A&A...625A..68S,-0.04,0.16,2019A&A...625A..68S,0.500,0,0.00,1,2,0,3,2,WANT(M),HIP 67155,HD_119850,0,HIP 67155,0.4571753,206.4324,14.89152
11.285,HIP 48331,HD_85512,7.67,1.156,0.012,88.6158,0.0406,GaiaDR2,7.41,Sun-like,K6V(k),2006AJ....132..161G,-0.77,6.64,-0.759,"L-A,L-B",,HIP 48331,1,1,0,0,0,2,-4.589,Schroder09,0.9,Glebocki05,0.65,K6V(k),HIP 48331,1,HD_85512,active,4400,45,2013A&A...555A.150T,,4.36,0.10,2013A&A...555A.150T,-0.26,0.14,2013A&A...555A.150T,0.718,0,0.00,1,2,1,4,2,MUST,HIP 48331,HD_85512,0,HIP 48331,0.88204434,147.77939,-43.50279
